ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,file,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_pdf_id,colrev_status,curation_id,dblp_key,fulltext,goal_rowe,language,link,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,screening_criteria,synthesis,theory_building,topic
FischerPoseggaFischbach2016,inproceedings,Communication Barriers in Crisis Management - a literature Review,"Fischer, Diana and Posegga, Oliver and Fischbach, Kai",2016,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2016_rp/168,,,,,https://dblp.org/rec/conf/ecis/FischerPF16,,rev_synthesized,https://github.com/CoLRev-curations/european-conference-on-information-systems#FischerPoseggaFischbach2016,,,,eng,,,,,,,,,,,
FischerPrelerBonaretti2022a,inproceedings,A systematic literature review on information systems for disaster management and proposals for its future research agenda,"Fischer-Preßler, Diana and Bonaretti, Dario",2022,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2022_rp/112,data/pdfs/2022/rp/FischerPrelerBonaretti2022a.pdf,,,,https://dblp.org/rec/conf/ecis/Fischer-Pressler22,,rev_synthesized,,https://dblp.org/rec/conf/ecis/Fischer-Pressler22,,,eng,,,,,,,,,,,
Fjermestad2005,article,A Strategic Management Framework for IT Outsourcing: A Review of the Literature and the Development of a Success Factors Model,"Fjermestad, Jerry and Saitta, Jo Ann",2005,Journal of Information Technology Case and Application Research,,7,3,42--60,10.1080/15228053.2005.10856070,,,,False,40,,,rev_synthesized,,,,Explaining,en,,,theoretical-review,,False,none,False,,True,True,Other Domain
FleckCarlosMacada2025,inproceedings,Leadership in Management Information Systems: A Systematic Review,"Fleck, Mariana Motta and Carlos, Antonio and Maçada, Gastaud",2025,,Americas Conference on Information Systems,,,,,,data/pdfs/2025/FleckCarlosMacada2025.pdf,,,,,cpid2:fffffffffffffffffffffffff800001fff0000fffff0effffc87b41ff000000ffe07e07ff3fffffff012104ff000000ff000000ff000000ff000000ff1fffffff3ffbffff0fffffff07afa8ff000000ff000000ff000000ff00ef5fff000000ff000000ff000258ff000000ff000000fffffffffffffffffffffffffffffffff,rev_synthesized,,,,,,,,,,,,,,,,
FranzoiGrisoldvomBrocke2023,inproceedings,Studying dynamics and change with digital trace data: a systematic literature review,"Franzoi, Sandro and Grisold, Thomas and {vom Brocke}, Jan",2023,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2023_rp/420,data/pdfs/2023/ECIS 2023 Research Papers/FranzoiGrisoldvomBrocke2023.pdf,,,,https://dblp.org/rec/conf/ecis/FranzoiGB23,,rev_synthesized,,https://dblp.org/rec/conf/ecis/FranzoiGB23,,,eng,,,,,,,,,,,
FreichelFiegerWinkelmann2021,inproceedings,Developing a Taxonomy for Digital Platforms - A Conceptual Approach,"Freichel, Chiara and Fieger, Julius and Winkelmann, Axel",2021,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/71321,data/pdfs/2021/FreichelFiegerWinkelmann2021.pdf,,,,https://dblp.org/rec/conf/hicss/FreichelFW21,,rev_synthesized,,,,,eng,,,,,,,,,,,
Frey2023,inproceedings,Scaling Agility in Incumbent Firms: A Literature Review,"Frey, Julian",2023,,International Conference on Information Systems,,,,,,data/pdfs/2023/isdesign/Scaling Agility In Incumbent Firms A .pdf,,,,,,rev_synthesized,,,,,eng,,,,,,,,,,,
FreyBuxmann2012,inproceedings,It Project portfolio Management - a Structured literature Review,"Frey, Thorsten and Buxmann, Peter",2012,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2012/167,,,,,https://dblp.org/rec/conf/ecis/FreyB12,,rev_synthesized,https://github.com/CoLRev-curations/european-conference-on-information-systems#FreyBuxmann2012,,,,eng,,,,,,,,,,,
Frick2024,inproceedings,"Barriers, facilitators and prerequisites for robotic process automation adoption in public administrations: a systematic literature review","Frick, Norbert",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track08_bpm_di/track08_bpm_di/6,data/pdfs/2024/Business Process Management and Digital Innovation/Frick2024.pdf,,,,https://dblp.org/rec/conf/ecis/Frick24,,rev_synthesized,,,,,,,,,,,,,,,,
Frick2025,inproceedings,Relationships between Factors Influencing Robotic Process Automation Adoption in Public Administrations: A Systematic Literature Review,"Frick, Norbert",2025,,Hawaii International Conference on System Sciences,,,1--10,10.24251/HICSS.2025.260,,data/pdfs/2025/Frick2025.pdf,,,,https://dblp.org/rec/conf/hicss/Frick25,,rev_synthesized,,,,,eng,,,,,,,,,,,
Friedrich2015,inproceedings,Analyzing the Factors that Influence Consumers' Adoption of Social Commerce - A Literature Review,"Friedrich, Thomas",2015,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2015/e-Biz/GeneralPresentations/15,,,,,https://dblp.org/rec/conf/amcis/Friedrich15,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Friedrich2015,,,,eng,,,,,,,,,,,
FteimiCaiBasten2017,article,A Taxonomy of Information System Projects' Knowledge-sharing Mechanisms,"Fteimi, Nora and Cai, Jianxiao and Basten, Dirk",2017,Communications of the Association for Information Systems,,41,,611--638,10.17705/1CAIS.04126,https://aisel.aisnet.org/cais/vol41/iss1/26,data/pdfs/41/FteimiCaiBasten2017.pdf,,,,https://dblp.org/rec/journals/cais/FteimiCB17,cpid2:fffffffffc003ffffc00003ffc60003ff008000fe00000ffe0003ffffffc3ffffe00007fff1c18fff803c01ff90b90dffffe7fffe0000007e0000007e0000007e000000fe000001ff000000fe012d6bffcfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb9fde7fffffffff,rev_synthesized,,,,,eng,,,,,,,,NA,,,
FteimiHopf2021,inproceedings,Knowledge Management in the Era of Artificial Intelligence - Developing an Integrative Framework,"Fteimi, Nora and Hopf, Konstantin",2021,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2021_rip/20,data/pdfs/2021/rip/FteimiHopf2021.pdf,,,,https://dblp.org/rec/conf/ecis/FteimiH21,,rev_synthesized,,,,,eng,,,,,,,,,,,
FuchsDrieschnerWittges2022,inproceedings,Improving Support Ticket Systems Using Machine Learning: A Literature Review,"Fuchs, Simon and Drieschner, Clemens and Wittges, Holger",2022,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2022.238,http://hdl.handle.net/10125/79570,data/pdfs/2022/FuchsDrieschnerWittges2022.pdf,,,0,https://dblp.org/rec/conf/hicss/FuchsDW22,cpid2:fffffffffe6c9ffffffffffffffffffffc00003ffffc9ffffe7e3e3ffc381c0fffffffffff1f800ff001800ff001800ff001800ff001800ff001808ff001800ff001800ff001800ff00180aff0ff800ff0ff800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001faeff0dffffff0fc3fdfffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/FuchsDW22,,,eng,,,,,,,,,,,
FuchsSchnellbachSchmidtEtAl2024,inproceedings,Data Annotation for Support Ticket Data: A Literature Review,"Fuchs, Simon and Schnellbach, Janik and Schmidt, Lukas and Wittges, Holger",2024,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2024.196,https://hdl.handle.net/10125/106573,data/pdfs/2024/FuchsSchnellbachSchmidtEtAl2024.pdf,,,,https://dblp.org/rec/conf/hicss/FuchsSSW24,cpid2:fffffffffe5092bfffffffffff8001fffff00ffff8e1ce1ff861861fffe3ffffff3f800ff841800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff03f800ff01f800ff0ff800ff9ff800ff001800ff001800ff001800ff001800ff001800ff001800ff000000ff021ffffffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
FukasThomas2023,inproceedings,Developing a reference model for artificial intelligence management,"Fukas, Philipp and Thomas, Oliver",2023,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2023_rip/89,data/pdfs/2023/ECIS 2023 Research-in-Progress Papers/FukasThomas2023.pdf,,,,https://dblp.org/rec/conf/ecis/FukasT23,,rev_synthesized,,https://dblp.org/rec/conf/ecis/FukasT23,,,eng,,,,,,,,,,,
FullerWekingBohmEtAl2019,article,Leveraging Customer-integration Experience - A Review of Influencing Factors and Implications,"Füller, Kathrin and Weking, Jörg and Böhm, Markus and Krcmar, Helmut",2019,Communications of the Association for Information Systems,,44,,81--128,10.17705/1CAIS.04404,https://aisel.aisnet.org/cais/vol44/iss1/4,data/pdfs/44/FullerWekingBohmEtAl2019.pdf,,,,https://dblp.org/rec/journals/cais/FullerW0K19,cpid2:fffffffffc003ffffc00003ffc60003ff008010fffffffffe000007fe000007ffffffffffc07e07ffc07e07fff1ffffffc07e03ffc07e07ffffffffff000000fe0000007e0000007e0000007e0000007f000afcfe000000ff000000ff03fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,NA,,,
Fullerton2010,article,Information Technology Flexibility: A Synthesized Model from Existing Literature,"Fullerton, Tom and Ness, Lawrence",2010,Journal of Information Technology Management,,21,3,51--59,,,,,False,,,,rev_synthesized,,,,Explaining,,,,theoretical-review,,False,none,False,,True,True,Other Domain
GaOrtbachKretzerEtAl2015,article,Conceptualizing Individualization in Information Systems - A Literature Review,"Gaß, Oliver and Ortbach, Kevin and Kretzer, Martin and Maedche, Alexander and Niehaves, Björn",2015,Communications of the Association for Information Systems,,37,,,10.17705/1CAIS.03703,https://aisel.aisnet.org/cais/vol37/iss1/3,,,,4,https://dblp.org/rec/journals/cais/GassOKMN15,,rev_synthesized,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#GaOrtbachKretzerEtAl2015,,,,eng,,,,,,,,,,,
Gabriel2024,inproceedings,Generative AI: A Literature Review on Business Value,"Gabriel, Victoria Sofia Santos",2024,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2024/ai_aa/ai_aa/27,,,,,https://dblp.org/rec/conf/amcis/Gabriel24,,rev_synthesized,,,,,,,,,,,,,,,,
GambalAsatianiKotlarsky2022,article,Strategic innovation through outsourcing - A theoretical review,"Gambal, Marfri-Jay and Asatiani, Aleksandre and Kotlarsky, Julia",2022,The Journal of Strategic Information Systems,,31,2,,10.1016/J.JSIS.2022.101718,,,,,27,https://dblp.org/rec/journals/jsis/GambalAK22,,rev_synthesized,,,,,eng,,,,,,,,,,,
Gantman2011,article,IT Outsourcing in the Public Sector: A Literature Analysis,"Gantman, Sonia",2011,Journal of Global Information Technology Management,,14,2,48--83,10.1080/1097198X.2011.10856537,,,,False,24,,,rev_synthesized,,,,Describing,en,,,narrative-review,,False,partial,True,,True,False,Outsourcing
GaoLyuCheung2024,inproceedings,"AI Recruiting and Workplace Diversity, Equity, and Inclusion: A Literature Analysis","Gao, Grace Yuekun and Lyu, Jueni and Cheung, Christy M K",2024,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2024/track08_digtech_fow/track08_digtech_fow/4,data/pdfs/2024/GaoLyuCheung2024.pdf,,,,https://dblp.org/rec/conf/pacis/GaoLC24,,rev_synthesized,,,,,eng,,,,,,,,,,,
GaridisRossmann2019,inproceedings,Toward a Framework for Cooperation Behavior of Start-ups - Developing a Multi-Item Scale from an Empirical Perspective,"Garidis, Konstantin and Rossmann, Alexander",2019,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2019.648,http://hdl.handle.net/10125/59974,data/pdfs/2019/GaridisRossmann2019.pdf,,,,https://dblp.org/rec/conf/hicss/GaridisR19,cpid2:fffffffffe6edffffffffffffffffffffc00003ffe00207ffe0ff07fffffffffffbf800ff009800ff001800ff001800ff001000ff001800ff001800ff001800ff001000fffff000ff0ff000ff85d800ff001800ff001800ff001800ff00180fff001807ff000802ff001008ff001800ff221800ff5fffffff0fc3fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
Gebauer2010,article,Task-Technology Fit for Mobile Information Systems,"Gebauer, Judith and Shaw, Michael J and Gribbins, Michele L",2010,Journal of Information Technology,,25,3,259--272,10.1057/JIT.2010.10,,,"Mobile information technology (IT) holds great promise to support managerial processes; however, clear guidelines of how to design effective mobile Information systems (IS) for use by managers are still lacking. Building on earlier research studies of task-technology fit (TTF) and other areas of IS, this article presents a three-step conceptual model to establish fit between managerial tasks, mobile IT, and the mobile use context, assuming that a good fit positively impacts task performance. We find that use situations characterized by high distraction and poor quality of network connection are particularly challenging for the design of mobile IS, and that the user Interface requires particular attention. Our model contributes to IS research by joining disparate streams of research in an effort to help advance our understanding about the development and utilization of mobile IS. From a practical perspective, we contribute to the success of mobile IS and to the effectiveness of mobile work as It becomes increasingly prevalent in our modern world.",False,118,,,rev_synthesized,,,,Explaining,en,,,theoretical-review,,False,none,False,,True,True,"Technology Acceptance, and Use"
GebreyohansCroasdellMeshesha2022,inproceedings,A Systematic Literature Review on Digital Knowledge Sharing in Higher Education,"Gebreyohans, Gebremedhin and Croasdell, Dave T. and Meshesha, Million",2022,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2022.668,http://hdl.handle.net/10125/80006,data/pdfs/2022/GebreyohansCroasdellMeshesha2022.pdf,,,1,https://dblp.org/rec/conf/hicss/GebreyohansCM22,cpid2:fffffffffffffffffffffffffffffffffc00003ffff91ffff83fbe3ff83c3c1fff3f80cff0218007e001800fe001800fe0018007e0018007f0018007e0018007e001800ff0038007f1ff8007f0018007e001810fe0018007e0018007e0018007e0018007f009806fe0018007e0018007f4018007f1dffffff1fc3fffffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/GebreyohansCM22,,,eng,,,,,,,,,,,
Geiger2014,article,Personalized task recommendation in crowdsourcing information systems — Current state of the art,"Geiger, David and Schader, Martin",2014,Decision Support Systems,,65,no issue,3--16,10.1016/J.DSS.2014.05.007,,,,False,169,,,rev_synthesized,,,,Describing,en,,,narrative-review,,True,comprehensive,True,,True,False,Other Domain
GelinasSadreddinVahidov2022,inproceedings,Artificial Intelligence in Human Resources Management: A Scoping Review,"Gelinas, Daniel and Sadreddin, Arman and Vahidov, Rustam M.",2022,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2022/sig_meta/sig_meta/10,data/pdfs/2022/GelinasSadreddinVahidov2022.pdf,,,,https://dblp.org/rec/conf/amcis/GelinasSV22,cpid2:ffffffffffffaffffffffffff000000ffe00007ffffc3fffff07f81ffc00e00ffffc0ffffff807fff1fffffff000000ff000000ff003fffff3fffffff035fefff0fffffff000000ff000000ff000000ff000000ff000000ff000000ff000000ff000000ff000000ff000000fffffffffffffffffffffffffffffffffffffffff,rev_synthesized,,https://dblp.org/rec/conf/amcis/GelinasSV22,,,eng,,,,,,,,,,,
Genero2011,article,Research Review,"Genero, Marcela and Fernández-Saez, Ana M. and Nelson, H. James and Poels, Geert and Piattini, Mario",2011,Journal of Database Management,,22,3,46--70,10.4018/JDM.2011070103,,,"The quality of conceptual models directly affects the quality of the understanding of the application domain and the quality of the final software products that are ultimately based on them. This paper describes a systematic literature review (SLR) of peer-reviewed conference and journal articles published from 1997 through 2009 on the quality of conceptual models written in UML, undertaken to understand the state-of-the-art, and then identify any gaps in current research. Six digital libraries were searched, and 266 papers dealing specifically with the quality of UML models were identified and classified into five dimensions: type of model quality, type of evidence, type of research result, type of diagram, and research goal. The results indicate that most research focuses on semantic quality, with relatively little on semantic completeness; as such, this research examines new modeling methods vs. quality frameworks and metrics, as well as quality assurance vs. understanding quality issues. The results also indicate that more empirical research is needed to develop a theoretical understanding of conceptual model quality. The classification scheme developed in this paper can serve as a guide for both researchers and practitioners.",False,44,,,rev_synthesized,,,,Describing,ng,,,descriptive-review,,False,partial,True,,True,False,Software Development
GerberDerckxDoppnerEtAl2020,inproceedings,Conceptualization of the Human-Machine Symbiosis – A Literature Review,"Gerber, Alina and Derckx, Patrick and Döppner, Daniel A. and Schoder, Detlef",2020,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2020.036,http://hdl.handle.net/10125/63775,,,,23,https://dblp.org/rec/conf/hicss/GerberDDS20,,rev_synthesized,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#GerberDerckxDoppnerEtAl2020,,,,eng,,,,,,,,,,,
GerlingMeierKohler2022,inproceedings,AI meets Digital: A Critical Review on Artificial Intelligence in Digital Entrepreneurship,"Gerling, Christoph and Meier, Philip and Köhler, Charlotte",2022,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2022_rp/21,data/pdfs/2022/rp/GerlingMeierKohler2022.pdf,,,,https://dblp.org/rec/conf/ecis/GerlingMK22,,rev_synthesized,,https://dblp.org/rec/conf/ecis/GerlingMK22,,,eng,,,,,,,,,,,
GerlingsSholloConstantiou2021,inproceedings,Reviewing the Need for Explainable Artificial Intelligence (xAI),"Gerlings, Julie and Shollo, Arisa and Constantiou, Ioanna D.",2021,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2021.156,https://hdl.handle.net/10125/70768,data/pdfs/2021/GerlingsSholloConstantiou2021.pdf,,,,https://dblp.org/rec/conf/hicss/GerlingsSC21,cpid2:fffffffffffffffffffffffffffffffffc00003ffffffffffc3c1c1ffe3e3f3fff9fc007f0008007f001c017f001c007f0018007f0008007f0018007f0ff8007f0ff8007f0008007f0008007f0008007f0008007f0018007f000c00ff0018007f0018007f0018007f001c007f0018007f501c007f1fffffff0fc3fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
Gerow2014,article,Looking Toward the Future of IT–Business Strategic Alignment Through the Past: A Meta-Analysis1,"Gerow, Jennifer E. and Grover, Varun and Thatcher, Jason and Roth, Philip L.",2014,MIS Quarterly,,38,4,1159--1186,10.25300/MISQ/2014/38.4.10,,,"Research examining the relationship between IT–business strategic alignment (hereafter referred to as alignment) and firm performance (hereafter referred to as performance) has produced apparently conflicting findings (i.e., an alignment paradox). To examine the alignment paradox, we conducted a meta-analysis that probed the interrelationships between alignment, performance, and context constructs. We found the alignment dimensions (intellectual, operational, and cross-domain) demonstrate unique relationships with the different performance types (financial performance, productivity, and customer benefit) and with many of the other constructs in alignment’s nomological network. All mean corrected correlations between dimensions of alignment and dependent variables were positive and most of the credibility interval values in these analyses were also positive. Overall, the evidence gathered from the extant literature suggests there is not much of an alignment paradox. This study contributes to the literature by clarifying the relationships between alignment and performance outcomes and offering insight into sources of inconsistencies in alignment research. By doing so, this paper lays a foundation for more consistent treatment of alignment in future IT research.",True,178,,,rev_synthesized,,,https://misq.umn.edu/misq/article-pdf/38/4/1159/558/10_gerowgrover.pdf,Testing,en,,,meta-analysis,,False,partial,True,,True,False,IS Value
GerowGroverThatcher2016,article,Alignment's nomological network - Theory and evaluation,"Gerow, Jennifer E. and Grover, Varun and Thatcher, Jason Bennett",2016,Information & Management,,53,5,541--553,10.1016/J.IM.2015.12.006,https://www.sciencedirect.com/science/article/pii/S0378720615001457,data/pdfs/53_5/GerowGroverThatcher2016.pdf,,,,https://dblp.org/rec/journals/iam/GerowGT16,cpid2:ffffffffffffffffc7f00fe1c6000021e6000021c0000003ffffffffc0007fe7c03fffffffffffffffffffffc1e00003e9e00003c3e00403c7ffffffffffffffe7ffc003e0018003c0008003c0008003c0008003c0008003c0008003c0008003c0008003c0008003c0ff8003ffff8003e03f82ffffffffffffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
GharaieJohansson2024,inproceedings,Energy smart home technologies and energy citizenship: a literature review,"Gharaie, Amirhossein and Johansson, Björn",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track17_greenis/track17_greenis/41,data/pdfs/2024/Green Information Systems and Sustainable Development/GharaieJohansson2024.pdf,,,,https://dblp.org/rec/conf/ecis/Gharaie024,,rev_synthesized,,,,,eng,,,,,,,,,,,
GhasemaghaeiHassanein2015,article,Online information quality and consumer satisfaction - The moderating roles of contextual factors - A meta-analysis,"Ghasemaghaei, Maryam and Hassanein, Khaled",2015,Information & Management,,52,8,965--981,10.1016/J.IM.2015.07.001,https://www.sciencedirect.com/science/article/pii/S0378720615000695,data/pdfs/52_8/GhasemaghaeiHassanein2015.pdf,,,87,https://dblp.org/rec/journals/iam/GhasemaghaeiH15,cpid2:ffffffffffffffffc7f00fe1c6000021c2000021c0000003ffffffafc0003ea7c003fffffeffffffffffffffc3e00003c1e00003cfe00003c7ffffffc7ffffffffffffffffffffffe3ff8003c0008003c0008003c0008003c0018003c0008003c0008003c0008003ffe58003efff8003e07f8003ef7fffffffffffffffffffff,rev_synthesized,,,,,eng,,,meta-analysis,,,,,,,,
GhaweChan2022,article,Implementing Disruptive Technologies: What Have We Learned?,"Ghawe, A. S and Chan, Yolande E",2022,Communications of the Association for Information Systems,,50,,646--689,10.17705/1CAIS.05030,https://aisel.aisnet.org/cais/vol50/iss1/36,data/pdfs/50/GhaweChan2022.pdf,,,,,cpid2:ffffffffffffffffffffffffffffffffffffffffe000001ff1ffffcff1ffff8ff3ffffffe000000fe000001fe000ffffe003fffff003fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ffffff0001fffe03fffffe000003ff1c80ffff000003fe000001ff4f5ffffffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
Ghobadi2015,article,What drives knowledge sharing in software development teams - A literature review and classification framework,"Ghobadi, Shahla",2015,Information & Management,,52,1,82--97,10.1016/J.IM.2014.10.008,https://www.sciencedirect.com/science/article/pii/S0378720614001323,,,,139,https://dblp.org/rec/journals/iam/Ghobadi15,,rev_synthesized,https://github.com/CoLRev-curations/information-and-management#Ghobadi2015,,,,eng,,,,,,,,,,,
Ghosh2007a,article,Self-healing systems — survey and synthesis,"Ghosh, Debanjan and Sharman, Raj and Raghav Rao, H. and Upadhyaya, Shambhu",2007,Decision Support Systems,,42,4,2164--2185,10.1016/J.DSS.2006.06.011,,,,False,218,,,rev_synthesized,,,,Understanding,en,,,scoping-review,,False,partial,True,,True,False,Security
GiannakosMikalefPappas2022,article,Systematic Literature Review of E-Learning Capabilities to Enhance Organizational Learning,"Giannakos, Michail N. and Mikalef, Patrick and Pappas, Ilias O.",2022,Information Systems Frontiers,,24,2,619--635,10.1007/S10796-020-10097-2,https://link.springer.com/article/10.1007/s10796-020-10097-2,,"Abstract E-learning systems are receiving ever increasing attention in academia, business and public administration. Major crises, like the pandemic, highlight the tremendous importance of the appropriate development of e-learning systems and its adoption and processes in organizations. Managers and employees who need efficient forms of training and learning flow within organizations do not have to gather in one place at the same time or to travel far away to attend courses. Contemporary affordances of e-learning systems allow users to perform different jobs or tasks for training courses according to their own scheduling, as well as to collaborate and share knowledge and experiences that result in rich learning flows within organizations. The purpose of this article is to provide a systematic review of empirical studies at the intersection of e-learning and organizational learning in order to summarize the current findings and guide future research. Forty-seven peer-reviewed articles were collected from a systematic literature search and analyzed based on a categorization of their main elements. This survey identifies five major directions of the research on the confluence of e-learning and organizational learning during the last decade. Future research should leverage big data produced from the platforms and investigate how the incorporation of advanced learning technologies (e.g., learning analytics, personalized learning) can help increase organizational value.",,65,https://dblp.org/rec/journals/isf/GiannakosMP22,,rev_synthesized,TODO#GiannakosMikalefPappas2022,,,,eng,,,,,,,,,,,
GieMollerSchoormannEtAl2023,inproceedings,Design options for data spaces,"Gieß, Anna and Möller, Frederik and Schoormann, Thorsten and Otto, Boris",2023,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2023_rp/287,data/pdfs/2023/ECIS 2023 Research Papers/GieMollerSchoormannEtAl2023.pdf,,,,https://dblp.org/rec/conf/ecis/GiessMSO23,,rev_synthesized,,https://dblp.org/rec/conf/ecis/GiessMSO23,,,eng,,,,,,,,,,,
Giessmann2012,article,Business Models of Platform as a Service (PaaS) Providers: Current State and Future Directions,"Giessmann, Andrea and Stanoevska-Slabeva, Katarina",2012,Journal of Information Technology Theory and Application,,13,4,31--55,,,,,False,,,,rev_synthesized,,,,Describing,,,,narrative-review,,False,none,False,,True,True,E-Commerce
GildehausAbramova2022,inproceedings,"Social Media Attention, Investor Sentiment, and Cryptocurrency Prices: A Literature Review of Determinants and Modeling Approaches","Gildehaus, Lars and Abramova, Olga",2022,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2022/286,data/pdfs/2022/GildehausAbramova2022.pdf,,,,https://dblp.org/rec/conf/pacis/GildehausA22,,rev_synthesized,,,,,eng,,,,,,,,,,,
GimnichWeinertWeitzel2024,inproceedings,It's a trap!? causes and consequences of filter bubbles,"Gimnich, Moritz and Weinert, Christoph and Weitzel, Tim",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track15_social_ict/track15_social_ict/8,data/pdfs/2024/Social and Ethical Implications of ICT Use/GimnichWeinertWeitzel2024.pdf,,,,https://dblp.org/rec/conf/ecis/GimnichWW24,,rev_synthesized,,,,,eng,,,,,,,,,,,
GirardZowghiBanoEtAl2024,inproceedings,Inclusive and Explainable AI Systems: A Systematic Literature Review,"Girard, Amelie and Zowghi, Didar and Bano, Muneera and Rizoiu, Marian-Andrei",2024,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2024.160,https://hdl.handle.net/10125/106537,data/pdfs/2024/GirardZowghiBanoEtAl2024.pdf,,,,https://dblp.org/rec/conf/hicss/GirardZBR24,cpid2:fffffffffe4090bffffffffffffffffff000001ffffffffffe3e3c7ffc1852bff80ffffffcefffffff9f94aff015800ff001800ff001000ff001800ff001800ff001800ff001800ff001800ff001800ff003000ff293000ff0ff000ff8ff000ff001000ff001800ff001800ff001801ffffffffff0dffffff0fc3fdfffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
GirdhariNdayizigamiyeIdemudia2023,inproceedings,Adoption of Blockchain to Address Healthcare Financing System Challenges: A Systematic Review,"Girdhari, Shaivar and Ndayizigamiye, Patrick and Idemudia, Efosa C.",2023,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2023/sig_health/sig_health/28,data/pdfs/2023/GirdhariNdayizigamiyeIdemudia2023.pdf,,,,https://dblp.org/rec/conf/amcis/GirdhariNI23,cpid2:fffffffffffffffffffffffffc00003ff000000fffe007ffffffeffffc07803ff101801ff407807ff803c03ffff3dffffc40007ffff81ffffff00ffff7ffffffe3ffffffe0000007e0000007e0000007e0000007e0000007e0000007e0000007e03fffffe3ffffffe0ffffffe0ffffffe0000007e040000fffffffffffffffff,rev_synthesized,,https://dblp.org/rec/conf/amcis/GirdhariNI23,,,eng,,,,,,,,,,,
GiriKulasingheOinasKukkonen2025,inproceedings,Exploring Large Language Model-Based Mental Health Interventions: A Systematic Review with a Persuasive System Design Lense,"Giri, Sarthak and Kulasinghe, Kavinda and Oinas-Kukkonen, Harri",2025,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2025/emerg_tech/emerg_tech/9,data/pdfs/2025/GiriKulasingheOinasKukkonen2025.pdf,,,,https://dblp.org/rec/conf/pacis/GiriKO25,,rev_synthesized,,,,,eng,,,,,,,,,,,
